"","groupID","featureID","exonBaseMean","dispersion","stat","pvalue","padj","WT","KO","log2fold_KO_WT","countData.1_C1P_S1","countData.2_S1_S2","countData.3_F6_S3","countData.4_S2_S4","countData.5_F8P_S5","countData.6_S3_S6"
"Hspa14:16","Hspa14","16",1890.15703562268,0.00022534866030427,18.8347045069659,1.42549625311894e-05,0.0064239378045928,65.0837154366625,62.2236966836668,-0.136178152607096,1814,1904,1688,2217,2058,1739
"Hspa14:17","Hspa14","17",3023.95443255941,0.000463281913337803,13.0815719853833,0.000298215083093194,0.0507183254017358,81.0488512774722,77.8591225594678,-0.124868367854084,2828,2991,2743,3673,3365,2705
"Hspa14:30","Hspa14","30",1890.15703562268,0.00022534866030427,18.8347045069659,1.42549625311894e-05,0.0064239378045928,65.0837154366625,62.2236966836668,-0.136178152607096,1814,1904,1688,2217,2058,1739
"Hspa14:31","Hspa14","31",3023.95443255941,0.000463281913337803,13.0815719853833,0.000298215083093194,0.0507183254017358,81.0488512774723,77.8591225594677,-0.12486836785409,2828,2991,2743,3673,3365,2705
"Mcm10:9","Mcm10","9",884.195500161127,0.000346043875017903,13.439910444051,0.000246327380295029,0.0451913191417955,45.4311643018837,42.718474520485,-0.181944134634021,726,1011,758,972,1013,865
"Mcm10:29","Mcm10","29",884.195500161127,0.000346043875017903,13.439910444051,0.000246327380295029,0.0451913191417955,45.4311643018837,42.718474520485,-0.181944134634021,726,1011,758,972,1013,865
"Mcm10:49","Mcm10","49",884.195500161127,0.000346043875017903,13.439910444051,0.000246327380295029,0.0451913191417955,45.4311643018837,42.718474520485,-0.181944134634024,726,1011,758,972,1013,865
"Sec61a2:36","Sec61a2","36",1562.61230747311,0.00173468183567038,21.0924077792606,4.37658717157151e-06,0.00286941239060645,55.0548394153826,61.6323367991736,0.339387245687961,1472,1683,1258,1504,2315,1333
"Sec61a2:43","Sec61a2","43",2803.85181252214,0.00114782115545911,21.3069442243741,3.91311399177207e-06,0.00259272706946422,73.5037795250415,80.2744797221083,0.27278592652608,2580,2933,2191,2842,4080,2521
"Sfmbt2:11","Sfmbt2","11",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088567,260,341,220,364,270,326
"Sfmbt2:36","Sfmbt2","36",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088567,260,341,220,364,270,326
"Sfmbt2:65","Sfmbt2","65",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088565,260,341,220,364,270,326
"Sfmbt2:89","Sfmbt2","89",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088565,260,341,220,364,270,326
"Sfmbt2:112","Sfmbt2","112",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088565,260,341,220,364,270,326
"Sfmbt2:135","Sfmbt2","135",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088565,260,341,220,364,270,326
"Sfmbt2:166","Sfmbt2","166",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088565,260,341,220,364,270,326
"Sfmbt2:190","Sfmbt2","190",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088567,260,341,220,364,270,326
"Sfmbt2:212","Sfmbt2","212",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088565,260,341,220,364,270,326
"Sfmbt2:239","Sfmbt2","239",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088565,260,341,220,364,270,326
"Sfmbt2:255","Sfmbt2","255",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088565,260,341,220,364,270,326
"Sfmbt2:271","Sfmbt2","271",297.215498605026,0.00104027382394749,11.3927343970318,0.00073731918114797,0.0857914568872652,26.8413643032465,24.2616869427147,-0.293934418088565,260,341,220,364,270,326
"Trdmt1:2","Trdmt1","2",136.611920673046,0.00246916548442515,13.1123605817512,0.000293353815519501,0.050335192802227,16.160247073126,18.8733544278824,0.449519352396673,157,133,135,107,186,112
"Trdmt1:12","Trdmt1","12",136.611920673046,0.00246916548442515,13.1123605817512,0.000293353815519501,0.050335192802227,16.160247073126,18.8733544278824,0.449519352396676,157,133,135,107,186,112
"Trdmt1:21","Trdmt1","21",136.611920673046,0.00246916548442515,13.1123605817512,0.000293353815519501,0.050335192802227,16.160247073126,18.8733544278824,0.449519352396675,157,133,135,107,186,112
"Trdmt1:32","Trdmt1","32",136.611920673046,0.00246916548442515,13.1123605817512,0.000293353815519501,0.050335192802227,16.160247073126,18.8733544278824,0.449519352396675,157,133,135,107,186,112
"Trdmt1:43","Trdmt1","43",136.611920673046,0.00246916548442515,13.1123605817512,0.000293353815519501,0.050335192802227,16.160247073126,18.8733544278824,0.449519352396673,157,133,135,107,186,112
"Trdmt1:55","Trdmt1","55",136.611920673046,0.00246916548442515,13.1123605817512,0.000293353815519501,0.050335192802227,16.160247073126,18.8733544278824,0.449519352396673,157,133,135,107,186,112
"Trdmt1:66","Trdmt1","66",136.611920673046,0.00246916548442515,13.1123605817512,0.000293353815519501,0.050335192802227,16.160247073126,18.8733544278824,0.449519352396675,157,133,135,107,186,112
"Trdmt1:76","Trdmt1","76",136.611920673046,0.00246916548442515,13.1123605817512,0.000293353815519501,0.050335192802227,16.160247073126,18.8733544278824,0.449519352396673,157,133,135,107,186,112
"Nebl:33","Nebl","33",76.0851836543373,0.00540170527942355,15.4297567541432,8.56292551473097e-05,0.0221565683495922,15.0342059077585,11.5794168753722,-0.755032736624144,62,63,50,80,145,73
"Mllt10:337","Mllt10","337",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Mllt10:362","Mllt10","362",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Mllt10:388","Mllt10","388",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Mllt10:413","Mllt10","413",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Mllt10:548","Mllt10","548",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Mllt10:731","Mllt10","731",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Mllt10:757","Mllt10","757",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Mllt10:780","Mllt10","780",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Mllt10:801","Mllt10","801",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Mllt10:823","Mllt10","823",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Mllt10:885","Mllt10","885",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Mllt10:1011","Mllt10","1011",73.020138750676,0.00694651723598041,11.9692438529526,0.000540858848810053,0.0716473989757573,14.1775486999305,11.2032215809481,-0.680752414664205,54,112,39,84,75,76
"Bmi1:8","Bmi1","8",3837.03470312284,0.000245880031067558,13.0679217222182,0.000300396256664401,0.0510584283977733,87.63582550002,89.9923721829778,0.0839820814442866,3603,3898,3438,3961,5270,3242
"Bmi1:9","Bmi1","9",3121.0435727384,0.00016558928746547,15.5053540507678,8.22718942206165e-05,0.0218843433031127,79.6366347259479,81.8982879591895,0.08729794006776,2929,3125,2858,3195,4217,2694
"Bmi1:18","Bmi1","18",3837.03470312284,0.000245880031067558,13.0679217222182,0.000300396256664401,0.0510584283977733,87.63582550002,89.9923721829778,0.0839820814442866,3603,3898,3438,3961,5270,3242
"Bmi1:19","Bmi1","19",3121.0435727384,0.00016558928746547,15.5053540507678,8.22718942206165e-05,0.0218843433031127,79.6366347259479,81.8982879591895,0.08729794006776,2929,3125,2858,3195,4217,2694
"Bmi1:28","Bmi1","28",3837.03470312284,0.000245880031067558,13.0679217222182,0.000300396256664401,0.0510584283977733,87.63582550002,89.9923721829778,0.0839820814442866,3603,3898,3438,3961,5270,3242
"Bmi1:29","Bmi1","29",3121.0435727384,0.00016558928746547,15.5053540507678,8.22718942206165e-05,0.0218843433031127,79.6366347259479,81.8982879591895,0.08729794006776,2929,3125,2858,3195,4217,2694
"Bmi1:38","Bmi1","38",3837.03470312284,0.000245880031067558,13.0679217222182,0.000300396256664401,0.0510584283977733,87.63582550002,89.9923721829778,0.0839820814442866,3603,3898,3438,3961,5270,3242
"Bmi1:39","Bmi1","39",3121.0435727384,0.00016558928746547,15.5053540507678,8.22718942206165e-05,0.0218843433031127,79.636634725948,81.8982879591895,0.08729794006776,2929,3125,2858,3195,4217,2694
"Spag6:1","Spag6","1",59.8491712790417,0.0313334281799188,24.616192886817,6.99613747881017e-07,0.000673707691162005,14.531674193244,8.72966615657219,-1.47284285027697,34,81,51,72,39,77
"Etl4:23","Etl4","23",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:47","Etl4","47",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:112","Etl4","112",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:135","Etl4","135",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:157","Etl4","157",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:324","Etl4","324",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:362","Etl4","362",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:384","Etl4","384",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:404","Etl4","404",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:424","Etl4","424",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:461","Etl4","461",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:492","Etl4","492",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:508","Etl4","508",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:523","Etl4","523",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:567","Etl4","567",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"Etl4:583","Etl4","583",332.492372568757,0.000760814266165416,27.6581029676846,1.44764388292119e-07,0.00021676738339074,25.3137591411804,29.4820132430344,0.443945808996286,281,290,335,310,603,243
"AA543186:1","AA543186","1",191.646857282926,0.0114322930438955,14.2586436712786,0.000159327395169325,0.0332573558313085,21.818775181835,19.2041708004449,-0.370236912374868,150,248,176,264,133,174
"AA543186:2","AA543186","2",128.996026947011,0.0129999658572792,13.0847926455706,0.000297702786596383,0.0507110681053403,15.7413747478424,18.4358755616652,0.457571558912104,120,126,138,122,173,106
"Mamdc4:2","Mamdc4","2",16.4622614981707,0.0225303645380326,10.9565185628773,0.000932748991951222,0.0998211471921654,7.30851653709101,4.63147289256096,-1.31679256845769,10,30,8,25,12,14
"Mamdc4:28","Mamdc4","28",16.4622614981707,0.0225303645380326,10.9565185628773,0.000932748991951222,0.0998211471921654,7.30851653709101,4.63147289256096,-1.31679256845769,10,30,8,25,12,14
"Rpl7a:1","Rpl7a","1",6541.72527250549,0.000815133066313145,11.4917600750008,0.000699054073444515,0.0836986022313811,109.603647663691,115.34577762669,0.169970382022068,6623,6602,6983,6731,7766,4963
"Rpl7a:6","Rpl7a","6",53114.7229122118,3.56863383664158e-05,13.3919581828654,0.000252705427082564,0.0457877775771067,245.133401630056,243.442159781928,-0.0330641602176076,48251,54314,54015,58262,59872,46447
"Rpl7a:8","Rpl7a","8",6540.81273397038,0.000820718068744072,11.4126438818122,0.000729459478643652,0.0854753844157782,109.59778176453,115.338144923752,0.169925630792509,6623,6602,6983,6731,7762,4961
"Rpl7a:13","Rpl7a","13",43725.3566510626,4.25861688844992e-05,14.2899721981929,0.000156697423605613,0.0328179212687154,231.026662976562,229.090754049408,-0.038578597734805,39583,44917,44456,47865,49169,38353
"Sardh:14","Sardh","14",1077.04312632934,0.000398399509958046,14.4194333097293,0.000146284907560853,0.031907541589818,46.8525948010952,49.6504895057397,0.172208502085311,1271,846,1339,1033,1232,789
"Sardh:36","Sardh","36",1077.04312632934,0.000398399509958046,14.4194333097293,0.000146284907560853,0.031907541589818,46.8525948010952,49.6504895057397,0.172208502085311,1271,846,1339,1033,1232,789
"Sardh:57","Sardh","57",1077.04312632934,0.000398399509958046,14.4194333097293,0.000146284907560853,0.031907541589818,46.8525948010952,49.6504895057397,0.172208502085311,1271,846,1339,1033,1232,789
"Brd3:27","Brd3","27",49.2429653203377,0.00755436659122014,12.4030501573419,0.000428633139639506,0.0641219797372767,8.87763350185526,11.6865889837067,0.794257162178104,64,27,71,31,70,36
"Rxra:2","Rxra","2",49.1464022017063,0.0222656071054686,45.0783950023365,1.89302395805163e-11,1.1395730903156e-07,12.4355023531357,5.69543275427475,-2.25538243224008,5,97,5,87,26,72
"Rxra:11","Rxra","11",13.4986912123771,0.0308201989953502,29.6783917494966,5.10001556751056e-08,9.79719082687545e-05,6.66489453062013,2.14323648556933,-3.27430159902457,0,23,3,22,2,28
"Rxra:12","Rxra","12",49.1464022017063,0.0222656071054686,45.0783950023365,1.89302395805163e-11,1.1395730903156e-07,12.4355023531357,5.69543275427475,-2.25538243224008,5,97,5,87,26,72
"Rxra:22","Rxra","22",49.1464022017063,0.0222656071054686,45.0783950023365,1.89302395805163e-11,1.1395730903156e-07,12.4355023531357,5.69543275427475,-2.25538243224008,5,97,5,87,26,72
"Rxra:32","Rxra","32",49.1464022017063,0.0222656071054686,45.0783950023365,1.89302395805163e-11,1.1395730903156e-07,12.4355023531357,5.69543275427475,-2.25538243224008,5,97,5,87,26,72
"Rxra:42","Rxra","42",49.1464022017063,0.0222656071054686,45.0783950023365,1.89302395805163e-11,1.1395730903156e-07,12.4355023531357,5.69543275427475,-2.25538243224008,5,97,5,87,26,72
"Spout1:3","Spout1","3",1555.7506179798,0.000851042050946247,12.2081841594858,0.000475803230018029,0.0673309719011043,56.3087519283675,59.8485075932637,0.183279561076571,1482,1410,1585,1556,2240,1241
"Spout1:15","Spout1","15",1555.7506179798,0.000851042050946247,12.2081841594858,0.000475803230018029,0.0673309719011043,56.3087519283675,59.8485075932637,0.183279561076569,1482,1410,1585,1556,2240,1241
"Ptpa:8","Ptpa","8",5368.65976551406,0.000258443705875544,15.9887950420764,6.3718492204037e-05,0.0182330287276266,101.114067369468,105.211727876913,0.129507716824,5372,5123,5436,5679,6762,4269
"Ptpa:18","Ptpa","18",5368.65976551406,0.000258443705875544,15.9887950420764,6.3718492204037e-05,0.0182330287276266,101.114067369468,105.211727876913,0.129507716824,5372,5123,5436,5679,6762,4269
"Ptpa:28","Ptpa","28",5368.65976551406,0.000258443705875544,15.9887950420764,6.3718492204037e-05,0.0182330287276266,101.114067369468,105.211727876913,0.129507716824,5372,5123,5436,5679,6762,4269
"1700001O22Rik:1","1700001O22Rik","1",14.7257860934127,0.0290665005941942,15.7409951264411,7.26328589672045e-05,0.0201091376208925,3.8283519695035,7.34777127026848,1.88187714670043,12,7,18,8,47,4
"1700001O22Rik:8","1700001O22Rik","8",14.7257860934127,0.0290665005941942,15.7409951264411,7.26328589672045e-05,0.0201091376208925,3.82815021585316,7.34777132807892,1.88202926101672,12,7,18,8,47,4
"1700001O22Rik:60","1700001O22Rik","60",22.6545068454276,0.0209727013727395,20.9464160321284,4.7231061570616e-06,0.00307688773228257,4.88810541714031,9.02016691295137,1.76879575467477,20,10,27,14,69,7
